#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2020-02-04;Finlande;1;0;0;0.00;0.00;100.00
2020-02-04;Royaume-Uni;2;0;0;0.00;0.00;100.00
2020-02-04;France;6;0;0;0.00;0.00;100.00
2020-02-04;Inde;3;0;0;0.00;0.00;100.00
2020-02-04;Hong-Kong;17;1;0;5.88;0.00;94.12
2020-02-04;Cambodge;1;0;0;0.00;0.00;100.00
2020-02-04;Italie;2;0;0;0.00;0.00;100.00
2020-02-04;Japon;22;0;1;0.00;4.55;95.45
2020-02-04;Corée du Sud;16;0;0;0.00;0.00;100.00
2020-02-04;Sri Lanka;1;0;0;0.00;0.00;100.00
2020-02-04;Malaisie;10;0;0;0.00;0.00;100.00
2020-02-04;Macao;10;0;0;0.00;0.00;100.00
2020-02-04;Népal;1;0;0;0.00;0.00;100.00
2020-02-04;Fédération de Russie;2;0;0;0.00;0.00;100.00
2020-02-04;Philippines;2;1;0;50.00;0.00;50.00
2020-02-04;Thaïlande;25;0;5;0.00;20.00;80.00
2020-02-04;Suède;1;0;0;0.00;0.00;100.00
2020-02-04;Singapour;24;0;0;0.00;0.00;100.00
2020-02-04;Taïwan;11;0;0;0.00;0.00;100.00
2020-02-04;États-Unis;11;0;0;0.00;0.00;100.00
2020-02-04;Viet Nam;8;0;1;0.00;12.50;87.50
2020-02-03;Viet Nam;8;0;1;0.00;12.50;87.50
2020-02-03;États-Unis;11;0;0;0.00;0.00;100.00
2020-02-03;Taïwan;10;0;0;0.00;0.00;100.00
2020-02-03;Singapour;18;0;0;0.00;0.00;100.00
2020-02-03;Suède;1;0;0;0.00;0.00;100.00
2020-02-03;Thaïlande;19;0;5;0.00;26.32;73.68
2020-02-03;Philippines;2;1;0;50.00;0.00;50.00
2020-02-03;Fédération de Russie;2;0;0;0.00;0.00;100.00
2020-02-03;Népal;1;0;0;0.00;0.00;100.00
2020-02-03;Macao;8;0;0;0.00;0.00;100.00
2020-02-03;Malaisie;8;0;0;0.00;0.00;100.00
2020-02-03;Sri Lanka;1;0;0;0.00;0.00;100.00
2020-02-03;Corée du Sud;15;0;0;0.00;0.00;100.00
2020-02-03;Japon;20;0;1;0.00;5.00;95.00
2020-02-03;Italie;2;0;0;0.00;0.00;100.00
2020-02-03;Cambodge;1;0;0;0.00;0.00;100.00
2020-02-03;Hong-Kong;15;0;0;0.00;0.00;100.00
2020-02-03;Inde;3;0;0;0.00;0.00;100.00
2020-02-03;France;6;0;0;0.00;0.00;100.00
2020-02-03;Royaume-Uni;2;0;0;0.00;0.00;100.00
2020-02-03;Finlande;1;0;0;0.00;0.00;100.00
2020-02-03;Espagne;1;0;0;0.00;0.00;100.00
2020-02-03;Allemagne;12;0;0;0.00;0.00;100.00
2020-02-03;Chine;19693;425;614;2.16;3.12;94.72
2020-02-03;Canada;4;0;0;0.00;0.00;100.00
2020-02-03;Australie;12;0;2;0.00;16.67;83.33
2020-02-03;Émirats Arabes Unis;5;0;0;0.00;0.00;100.00
2020-02-02;Émirats Arabes Unis;5;0;0;0.00;0.00;100.00
2020-02-02;Australie;12;0;2;0.00;16.67;83.33
2020-02-02;Canada;4;0;0;0.00;0.00;100.00
2020-02-02;Chine;16607;361;463;2.17;2.79;95.04
2020-02-02;Allemagne;10;0;0;0.00;0.00;100.00
2020-02-02;Espagne;1;0;0;0.00;0.00;100.00
2020-02-02;Finlande;1;0;0;0.00;0.00;100.00
2020-02-02;France;6;0;0;0.00;0.00;100.00
2020-02-02;Royaume-Uni;2;0;0;0.00;0.00;100.00
2020-02-02;Hong-Kong;15;0;0;0.00;0.00;100.00
2020-02-02;Inde;2;0;0;0.00;0.00;100.00
2020-02-02;Cambodge;1;0;0;0.00;0.00;100.00
2020-02-02;Japon;20;0;1;0.00;5.00;95.00
2020-02-02;Italie;2;0;0;0.00;0.00;100.00
2020-02-02;Corée du Sud;15;0;0;0.00;0.00;100.00
2020-02-02;Sri Lanka;1;0;0;0.00;0.00;100.00
2020-02-02;Malaisie;8;0;0;0.00;0.00;100.00
2020-02-02;Macao;8;0;0;0.00;0.00;100.00
2020-02-02;Népal;1;0;0;0.00;0.00;100.00
2020-02-02;Fédération de Russie;2;0;0;0.00;0.00;100.00
2020-02-02;Philippines;2;1;0;50.00;0.00;50.00
2020-02-02;Thaïlande;19;0;5;0.00;26.32;73.68
2020-02-02;Suède;1;0;0;0.00;0.00;100.00
2020-02-02;Singapour;18;0;0;0.00;0.00;100.00
2020-02-02;Taïwan;10;0;0;0.00;0.00;100.00
2020-02-02;États-Unis;8;0;0;0.00;0.00;100.00
2020-02-02;Viet Nam;6;0;1;0.00;16.67;83.33
2020-02-01;Viet Nam;6;0;1;0.00;16.67;83.33
2020-02-01;États-Unis;8;0;0;0.00;0.00;100.00
2020-02-01;Taïwan;10;0;0;0.00;0.00;100.00
2020-02-01;Singapour;16;0;0;0.00;0.00;100.00
2020-02-01;Suède;1;0;0;0.00;0.00;100.00
2020-02-01;Thaïlande;19;0;5;0.00;26.32;73.68
2020-02-01;Philippines;1;0;0;0.00;0.00;100.00
2020-02-01;Fédération de Russie;2;0;0;0.00;0.00;100.00
2020-02-01;Népal;1;0;0;0.00;0.00;100.00
2020-02-01;Macao;7;0;0;0.00;0.00;100.00
2020-02-01;Malaisie;8;0;0;0.00;0.00;100.00
2020-02-01;Sri Lanka;1;0;0;0.00;0.00;100.00
2020-02-01;Corée du Sud;12;0;0;0.00;0.00;100.00
2020-02-01;Italie;2;0;0;0.00;0.00;100.00
2020-02-01;Japon;20;0;1;0.00;5.00;95.00
2020-02-01;Cambodge;1;0;0;0.00;0.00;100.00
2020-02-01;Inde;1;0;0;0.00;0.00;100.00
2020-02-01;Hong-Kong;13;0;0;0.00;0.00;100.00
2020-02-01;France;6;0;0;0.00;0.00;100.00
2020-02-01;Royaume-Uni;2;0;0;0.00;0.00;100.00
2020-02-01;Finlande;1;0;0;0.00;0.00;100.00
2020-02-01;Espagne;1;0;0;0.00;0.00;100.00
2020-02-01;Allemagne;8;0;0;0.00;0.00;100.00
2020-02-01;Chine;11871;259;275;2.18;2.32;95.50
2020-02-01;Canada;4;0;0;0.00;0.00;100.00
2020-02-01;Australie;12;0;2;0.00;16.67;83.33
2020-02-01;Émirats Arabes Unis;4;0;0;0.00;0.00;100.00
2020-01-31;Émirats Arabes Unis;4;0;0;0.00;0.00;100.00
2020-01-31;Australie;9;0;2;0.00;22.22;77.78
2020-01-31;Canada;3;0;0;0.00;0.00;100.00
2020-01-31;Chine;9783;213;214;2.18;2.19;95.64
2020-01-31;Allemagne;5;0;0;0.00;0.00;100.00
2020-01-31;Finlande;1;0;0;0.00;0.00;100.00
2020-01-31;France;5;0;0;0.00;0.00;100.00
2020-01-31;Royaume-Uni;2;0;0;0.00;0.00;100.00
2020-01-31;Hong-Kong;12;0;0;0.00;0.00;100.00
2020-01-31;Inde;1;0;0;0.00;0.00;100.00
2020-01-31;Cambodge;1;0;0;0.00;0.00;100.00
2020-01-31;Japon;15;0;1;0.00;6.67;93.33
2020-01-31;Italie;2;0;0;0.00;0.00;100.00
2020-01-31;Corée du Sud;11;0;0;0.00;0.00;100.00
2020-01-31;Sri Lanka;1;0;0;0.00;0.00;100.00
2020-01-31;Malaisie;8;0;0;0.00;0.00;100.00
2020-01-31;Macao;7;0;0;0.00;0.00;100.00
2020-01-31;Népal;1;0;0;0.00;0.00;100.00
2020-01-31;Fédération de Russie;2;0;0;0.00;0.00;100.00
2020-01-31;Philippines;1;0;0;0.00;0.00;100.00
2020-01-31;Thaïlande;19;0;5;0.00;26.32;73.68
2020-01-31;Suède;1;0;0;0.00;0.00;100.00
2020-01-31;Singapour;13;0;0;0.00;0.00;100.00
2020-01-31;Taïwan;10;0;0;0.00;0.00;100.00
2020-01-31;États-Unis;6;0;0;0.00;0.00;100.00
2020-01-31;Viet Nam;2;0;0;0.00;0.00;100.00
2020-01-30;Viet Nam;2;0;0;0.00;0.00;100.00
2020-01-30;États-Unis;5;0;0;0.00;0.00;100.00
2020-01-30;Taïwan;9;0;0;0.00;0.00;100.00
2020-01-30;Singapour;10;0;0;0.00;0.00;100.00
2020-01-30;Thaïlande;14;0;5;0.00;35.71;64.29
2020-01-30;Philippines;1;0;0;0.00;0.00;100.00
2020-01-30;Népal;1;0;0;0.00;0.00;100.00
2020-01-30;Macao;7;0;0;0.00;0.00;100.00
2020-01-30;Malaisie;8;0;0;0.00;0.00;100.00
2020-01-30;Sri Lanka;1;0;0;0.00;0.00;100.00
2020-01-30;Corée du Sud;4;0;0;0.00;0.00;100.00
2020-01-30;Japon;11;0;1;0.00;9.09;90.91
2020-01-30;Cambodge;1;0;0;0.00;0.00;100.00
2020-01-30;Inde;1;0;0;0.00;0.00;100.00
2020-01-30;Hong-Kong;10;0;0;0.00;0.00;100.00
2020-01-30;France;5;0;0;0.00;0.00;100.00
2020-01-30;Finlande;1;0;0;0.00;0.00;100.00
2020-01-30;Allemagne;4;0;0;0.00;0.00;100.00
2020-01-30;Chine;8124;171;135;2.10;1.66;96.23
2020-01-30;Canada;3;0;0;0.00;0.00;100.00
2020-01-30;Australie;9;0;2;0.00;22.22;77.78
2020-01-30;Émirats Arabes Unis;4;0;0;0.00;0.00;100.00
2020-01-29;Émirats Arabes Unis;4;0;0;0.00;0.00;100.00
2020-01-29;Australie;5;0;0;0.00;0.00;100.00
2020-01-29;Canada;2;0;0;0.00;0.00;100.00
2020-01-29;Chine;6070;133;120;2.19;1.98;95.83
2020-01-29;Allemagne;4;0;0;0.00;0.00;100.00
2020-01-29;Finlande;1;0;0;0.00;0.00;100.00
2020-01-29;France;5;0;0;0.00;0.00;100.00
2020-01-29;Hong-Kong;10;0;0;0.00;0.00;100.00
2020-01-29;Cambodge;1;0;0;0.00;0.00;100.00
2020-01-29;Japon;7;0;1;0.00;14.29;85.71
2020-01-29;Corée du Sud;4;0;0;0.00;0.00;100.00
2020-01-29;Sri Lanka;1;0;0;0.00;0.00;100.00
2020-01-29;Malaisie;7;0;0;0.00;0.00;100.00
2020-01-29;Macao;7;0;0;0.00;0.00;100.00
2020-01-29;Népal;1;0;0;0.00;0.00;100.00
2020-01-29;Thaïlande;14;0;5;0.00;35.71;64.29
2020-01-29;Singapour;7;0;0;0.00;0.00;100.00
2020-01-29;Taïwan;8;0;0;0.00;0.00;100.00
2020-01-29;États-Unis;5;0;0;0.00;0.00;100.00
2020-01-29;Viet Nam;2;0;0;0.00;0.00;100.00
2020-01-28;Viet Nam;2;0;0;0.00;0.00;100.00
2020-01-28;États-Unis;5;0;0;0.00;0.00;100.00
2020-01-28;Taïwan;8;0;0;0.00;0.00;100.00
2020-01-28;Singapour;7;0;0;0.00;0.00;100.00
2020-01-28;Thaïlande;14;0;5;0.00;35.71;64.29
2020-01-28;Népal;1;0;0;0.00;0.00;100.00
2020-01-28;Macao;7;0;0;0.00;0.00;100.00
2020-01-28;Malaisie;4;0;0;0.00;0.00;100.00
2020-01-28;Sri Lanka;1;0;0;0.00;0.00;100.00
2020-01-28;Corée du Sud;4;0;0;0.00;0.00;100.00
2020-01-28;Japon;7;0;1;0.00;14.29;85.71
2020-01-28;Cambodge;1;0;0;0.00;0.00;100.00
2020-01-28;Hong-Kong;8;0;0;0.00;0.00;100.00
2020-01-28;France;4;0;0;0.00;0.00;100.00
2020-01-28;Allemagne;4;0;0;0.00;0.00;100.00
2020-01-28;Chine;5494;131;101;2.38;1.84;95.78
2020-01-28;Canada;2;0;0;0.00;0.00;100.00
2020-01-28;Australie;5;0;0;0.00;0.00;100.00
2020-01-27;Australie;5;0;0;0.00;0.00;100.00
2020-01-27;Canada;1;0;0;0.00;0.00;100.00
2020-01-27;Côte d'Ivoire;1;0;0;0.00;0.00;100.00
2020-01-27;Chine;2863;82;58;2.86;2.03;95.11
2020-01-27;France;3;0;0;0.00;0.00;100.00
2020-01-27;Hong-Kong;8;0;0;0.00;0.00;100.00
2020-01-27;Cambodge;1;0;0;0.00;0.00;100.00
2020-01-27;Japon;4;0;1;0.00;25.00;75.00
2020-01-27;Corée du Sud;4;0;0;0.00;0.00;100.00
2020-01-27;Sri Lanka;1;0;0;0.00;0.00;100.00
2020-01-27;Malaisie;4;0;0;0.00;0.00;100.00
2020-01-27;Macao;6;0;0;0.00;0.00;100.00
2020-01-27;Népal;1;0;0;0.00;0.00;100.00
2020-01-27;Thaïlande;8;0;2;0.00;25.00;75.00
2020-01-27;Singapour;5;0;0;0.00;0.00;100.00
2020-01-27;Taïwan;5;0;0;0.00;0.00;100.00
2020-01-27;États-Unis;5;0;0;0.00;0.00;100.00
2020-01-27;Viet Nam;2;0;0;0.00;0.00;100.00
2020-01-26;Viet Nam;2;0;0;0.00;0.00;100.00
2020-01-26;États-Unis;5;0;0;0.00;0.00;100.00
2020-01-26;Taïwan;4;0;0;0.00;0.00;100.00
2020-01-26;Singapour;4;0;0;0.00;0.00;100.00
2020-01-26;Thaïlande;8;0;2;0.00;25.00;75.00
2020-01-26;Népal;1;0;0;0.00;0.00;100.00
2020-01-26;Macao;5;0;0;0.00;0.00;100.00
2020-01-26;Malaisie;4;0;0;0.00;0.00;100.00
2020-01-26;Corée du Sud;3;0;0;0.00;0.00;100.00
2020-01-26;Japon;4;0;1;0.00;25.00;75.00
2020-01-26;Hong-Kong;8;0;0;0.00;0.00;100.00
2020-01-26;France;3;0;0;0.00;0.00;100.00
2020-01-26;Chine;2062;56;49;2.72;2.38;94.91
2020-01-26;Canada;1;0;0;0.00;0.00;100.00
2020-01-26;Australie;4;0;0;0.00;0.00;100.00
2020-01-25;Australie;4;0;0;0.00;0.00;100.00
2020-01-25;Chine;1399;42;39;3.00;2.79;94.21
2020-01-25;France;3;0;0;0.00;0.00;100.00
2020-01-25;Hong-Kong;5;0;0;0.00;0.00;100.00
2020-01-25;Japon;2;0;0;0.00;0.00;100.00
2020-01-25;Corée du Sud;2;0;0;0.00;0.00;100.00
2020-01-25;Malaisie;3;0;0;0.00;0.00;100.00
2020-01-25;Macao;2;0;0;0.00;0.00;100.00
2020-01-25;Népal;1;0;0;0.00;0.00;100.00
2020-01-25;Thaïlande;7;0;0;0.00;0.00;100.00
2020-01-25;Singapour;3;0;0;0.00;0.00;100.00
2020-01-25;Taïwan;3;0;0;0.00;0.00;100.00
2020-01-25;États-Unis;2;0;0;0.00;0.00;100.00
2020-01-25;Viet Nam;2;0;0;0.00;0.00;100.00
2020-01-24;Viet Nam;2;0;0;0.00;0.00;100.00
2020-01-24;États-Unis;2;0;0;0.00;0.00;100.00
2020-01-24;Taïwan;3;0;0;0.00;0.00;100.00
2020-01-24;Singapour;3;0;0;0.00;0.00;100.00
2020-01-24;Thaïlande;5;0;0;0.00;0.00;100.00
2020-01-24;Macao;2;0;0;0.00;0.00;100.00
2020-01-24;Corée du Sud;2;0;0;0.00;0.00;100.00
2020-01-24;Japon;2;0;0;0.00;0.00;100.00
2020-01-24;Hong-Kong;2;0;0;0.00;0.00;100.00
2020-01-24;France;2;0;0;0.00;0.00;100.00
2020-01-24;Chine;916;26;36;2.84;3.93;93.23
2020-01-23;Chine;639;18;30;2.82;4.69;92.49
2020-01-23;Colombie;0;0;0;0.00;0.00;0.00
2020-01-23;Australie;0;0;0;0.00;0.00;0.00
2020-01-23;Brésil;0;0;0;0.00;0.00;0.00
2020-01-23;Hong-Kong;2;0;0;0.00;0.00;100.00
2020-01-23;Japon;1;0;0;0.00;0.00;100.00
2020-01-23;Corée du Sud;1;0;0;0.00;0.00;100.00
2020-01-23;Macao;2;0;0;0.00;0.00;100.00
2020-01-23;Malaisie;0;0;0;0.00;0.00;0.00
2020-01-23;Mexique;0;0;0;0.00;0.00;0.00
2020-01-23;Philippines;0;0;0;0.00;0.00;0.00
2020-01-23;Thaïlande;3;0;0;0.00;0.00;100.00
2020-01-23;Singapour;1;0;0;0.00;0.00;100.00
2020-01-23;Taïwan;1;0;0;0.00;0.00;100.00
2020-01-23;États-Unis;1;0;0;0.00;0.00;100.00
2020-01-23;Viet Nam;2;0;0;0.00;0.00;100.00
2020-01-22;États-Unis;1;0;0;0.00;0.00;100.00
2020-01-22;Taïwan;1;0;0;0.00;0.00;100.00
2020-01-22;Thaïlande;2;0;0;0.00;0.00;100.00
2020-01-22;Macao;1;0;0;0.00;0.00;100.00
2020-01-22;Corée du Sud;1;0;0;0.00;0.00;100.00
2020-01-22;Japon;2;0;0;0.00;0.00;100.00
2020-01-22;Hong-Kong;0;0;0;0.00;0.00;0.00
2020-01-22;Chine;547;17;28;3.11;5.12;91.77
